	2 4 5 4 0
	3 1 1 1 1
	3 1 1 2 1
	3 1 1 3 1
	3 1 1 4 0
	3 1 2 1 1
	3 1 2 2 1
	3 1 2 3 1
	3 1 2 4 1
	3 1 3 1 1
	3 1 3 2 1
	3 1 3 3 1
	3 1 3 4 0
	3 1 4 1 1
	3 1 4 2 1
	3 1 4 3 1
	3 1 4 4 0
	3 1 5 1 1
	3 1 5 2 1
	3 1 5 3 1
	3 1 5 4 0
	3 2 1 1 1
	3 2 1 2 1
	3 2 1 3 1
	3 2 1 4 0
	3 2 2 1 1
	3 2 2 2 1
	3 2 2 3 1
	3 2 2 4 1
	3 2 3 1 1
	3 2 3 2 1
	3 2 3 3 1
	3 2 3 4 0
	3 2 4 1 1
	3 2 4 2 1
	3 2 4 3 1
	3 2 4 4 0
	3 2 5 1 1
	3 2 5 2 1
	3 2 5 3 1
	3 2 5 4 0
	3 3 1 1 1
	3 3 1 2 1
	3 3 1 3 1
	3 3 1 4 0
	3 3 2 1 1
	3 3 2 2 1
	3 3 2 3 1
	3 3 2 4 1
	3 3 3 1 1
	3 3 3 2 1
	3 3 3 3 1
	3 3 3 4 0
	3 3 4 1 1
	3 3 4 2 1
	3 3 4 3 1
	3 3 4 4 0
	3 3 5 1 1
	3 3 5 2 1
	3 3 5 3 1
	3 3 5 4 0
	3 4 1 1 1
	3 4 1 2 1
	3 4 1 3 1
	3 4 1 4 0
	3 4 2 1 1
	3 4 2 2 1
	3 4 2 3 1
	3 4 2 4 1
	3 4 3 1 1
	3 4 3 2 1
	3 4 3 3 1
	3 4 3 4 0
	3 4 4 1 1
	3 4 4 2 1
	3 4 4 3 1
	3 4 4 4 0
	3 4 5 1 1
	3 4 5 2 1
	3 4 5 3 1
	3 4 5 4 0
	5 1 1 1 1
	5 1 1 2 1
	5 1 1 3 1
	5 1 1 4 0
	5 1 2 1 1
	5 1 2 2 1
	5 1 2 3 1
	5 1 2 4 0
	5 1 3 1 1
	5 1 3 2 1
	5 1 3 3 1
	5 1 3 4 1
	5 1 4 1 1
	5 1 4 2 1
	5 1 4 3 1
	5 1 4 4 0
	5 1 5 1 1
	5 1 5 2 1
	5 1 5 3 1
	5 1 5 4 0
	5 2 1 1 1
	5 2 1 2 1
	5 2 1 3 1
	5 2 1 4 0
	5 2 2 1 1
	5 2 2 2 1
	5 2 2 3 1
	5 2 2 4 0
	5 2 3 1 1
	5 2 3 2 1
	5 2 3 3 1
	5 2 3 4 1
	5 2 4 1 1
	5 2 4 2 1
	5 2 4 3 1
	5 2 4 4 0
	5 2 5 1 1
	5 2 5 2 1
	5 2 5 3 1
	5 2 5 4 0
	5 3 1 1 1
	5 3 1 2 1
	5 3 1 3 1
	5 3 1 4 0
	5 3 2 1 1
	5 3 2 2 1
	5 3 2 3 1
	5 3 2 4 0
	5 3 3 1 1
	5 3 3 2 1
	5 3 3 3 1
	5 3 3 4 1
	5 3 4 1 1
	5 3 4 2 1
	5 3 4 3 1
	5 3 4 4 0
	5 3 5 1 1
	5 3 5 2 1
	5 3 5 3 1
	5 3 5 4 0
	5 4 1 1 1
	5 4 1 2 1
	5 4 1 3 1
	5 4 1 4 0
	5 4 2 1 1
	5 4 2 2 1
	5 4 2 3 1
	5 4 2 4 0
	5 4 3 1 1
	5 4 3 2 1
	5 4 3 3 1
	5 4 3 4 1
	5 4 4 1 1
	5 4 4 2 1
	5 4 4 3 1
	5 4 4 4 0
	5 4 5 1 1
	5 4 5 2 1
	5 4 5 3 1
	5 4 5 4 0
	7 1 1 1 1
	7 1 1 2 1
	7 1 1 3 1
	7 1 1 4 1
	7 1 2 1 1
	7 1 2 2 1
	7 1 2 3 1
	7 1 2 4 0
	7 1 3 1 1
	7 1 3 2 1
	7 1 3 3 1
	7 1 3 4 0
	7 1 4 1 1
	7 1 4 2 1
	7 1 4 3 1
	7 1 4 4 0
	7 1 5 1 1
	7 1 5 2 1
	7 1 5 3 1
	7 1 5 4 0
	7 2 1 1 1
	7 2 1 2 1
	7 2 1 3 1
	7 2 1 4 1
	7 2 2 1 1
	7 2 2 2 1
	7 2 2 3 1
	7 2 2 4 0
	7 2 3 1 1
	7 2 3 2 1
	7 2 3 3 1
	7 2 3 4 0
	7 2 4 1 1
	7 2 4 2 1
	7 2 4 3 1
	7 2 4 4 0
	7 2 5 1 1
	7 2 5 2 1
	7 2 5 3 1
	7 2 5 4 0
	7 3 1 1 1
	7 3 1 2 1
	7 3 1 3 1
	7 3 1 4 1
	7 3 2 1 1
	7 3 2 2 1
	7 3 2 3 1
	7 3 2 4 0
	7 3 3 1 1
	7 3 3 2 1
	7 3 3 3 1
	7 3 3 4 0
	7 3 4 1 1
	7 3 4 2 1
	7 3 4 3 1
	7 3 4 4 0
	7 3 5 1 1
	7 3 5 2 1
	7 3 5 3 1
	7 3 5 4 0
	7 4 1 1 1
	7 4 1 2 1
	7 4 1 3 1
	7 4 1 4 1
	7 4 2 1 1
	7 4 2 2 1
	7 4 2 3 1
	7 4 2 4 0
	7 4 3 1 1
	7 4 3 2 1
	7 4 3 3 1
	7 4 3 4 0
	7 4 4 1 1
	7 4 4 2 1
	7 4 4 3 1
	7 4 4 4 0
	7 4 5 1 0
	7 4 5 2 0
	7 4 5 3 0
	7 4 5 4 0
	8 1 1 1 1
	8 1 1 2 1
	8 1 1 3 1
	8 1 1 4 0
	8 1 2 1 1
	8 1 2 2 1
	8 1 2 3 1
	8 1 2 4 0
	8 1 3 1 1
	8 1 3 2 1
	8 1 3 3 1
	8 1 3 4 0
	8 1 4 1 1
	8 1 4 2 1
	8 1 4 3 1
	8 1 4 4 1
	8 1 5 1 1
	8 1 5 2 1
	8 1 5 3 1
	8 1 5 4 0
	8 2 1 1 1
	8 2 1 2 1
	8 2 1 3 1
	8 2 1 4 0
	8 2 2 1 1
	8 2 2 2 1
	8 2 2 3 1
	8 2 2 4 0
	8 2 3 1 1
	8 2 3 2 1
	8 2 3 3 1
	8 2 3 4 0
	8 2 4 1 1
	8 2 4 2 1
	8 2 4 3 1
	8 2 4 4 1
	8 2 5 1 1
	8 2 5 2 1
	8 2 5 3 1
	8 2 5 4 0
	8 3 1 1 1
	8 3 1 2 1
	8 3 1 3 1
	8 3 1 4 0
	8 3 2 1 1
	8 3 2 2 1
	8 3 2 3 1
	8 3 2 4 0
	8 3 3 1 1
	8 3 3 2 1
	8 3 3 3 1
	8 3 3 4 0
	8 3 4 1 1
	8 3 4 2 1
	8 3 4 3 1
	8 3 4 4 1
	8 3 5 1 1
	8 3 5 2 1
	8 3 5 3 1
	8 3 5 4 0
	8 4 1 1 1
	8 4 1 2 1
	8 4 1 3 1
	8 4 1 4 0
	8 4 2 1 1
	8 4 2 2 1
	8 4 2 3 1
	8 4 2 4 0
	8 4 3 1 1
	8 4 3 2 1
	8 4 3 3 1
	8 4 3 4 0
	8 4 4 1 1
	8 4 4 2 1
	8 4 4 3 1
	8 4 4 4 1
	8 4 5 1 1
	8 4 5 2 1
	8 4 5 3 1
	8 4 5 4 0
	9 1 1 1 1
	9 1 1 2 1
	9 1 1 3 1
	9 1 1 4 0
	9 1 2 1 1
	9 1 2 2 1
	9 1 2 3 1
	9 1 2 4 0
	9 1 3 1 1
	9 1 3 2 1
	9 1 3 3 1
	9 1 3 4 1
	9 1 4 1 1
	9 1 4 2 1
	9 1 4 3 1
	9 1 4 4 0
	9 1 5 1 1
	9 1 5 2 1
	9 1 5 3 1
	9 1 5 4 0
	9 2 1 1 1
	9 2 1 2 1
	9 2 1 3 1
	9 2 1 4 0
	9 2 2 1 1
	9 2 2 2 1
	9 2 2 3 1
	9 2 2 4 0
	9 2 3 1 1
	9 2 3 2 1
	9 2 3 3 1
	9 2 3 4 1
	9 2 4 1 1
	9 2 4 2 1
	9 2 4 3 1
	9 2 4 4 0
	9 2 5 1 1
	9 2 5 2 1
	9 2 5 3 1
	9 2 5 4 0
	9 3 1 1 1
	9 3 1 2 1
	9 3 1 3 1
	9 3 1 4 0
	9 3 2 1 1
	9 3 2 2 1
	9 3 2 3 1
	9 3 2 4 0
	9 3 3 1 1
	9 3 3 2 1
	9 3 3 3 1
	9 3 3 4 1
	9 3 4 1 1
	9 3 4 2 1
	9 3 4 3 1
	9 3 4 4 0
	9 3 5 1 1
	9 3 5 2 1
	9 3 5 3 1
	9 3 5 4 0
	9 4 1 1 1
	9 4 1 2 1
	9 4 1 3 1
	9 4 1 4 0
	9 4 2 1 1
	9 4 2 2 1
	9 4 2 3 1
	9 4 2 4 0
	9 4 3 1 1
	9 4 3 2 1
	9 4 3 3 1
	9 4 3 4 1
	9 4 4 1 1
	9 4 4 2 1
	9 4 4 3 1
	9 4 4 4 0
	9 4 5 1 1
	9 4 5 2 1
	9 4 5 3 1
	9 4 5 4 0
	12 1 1 1 1
	12 1 1 2 1
	12 1 1 3 1
	12 1 1 4 0
	12 1 2 1 1
	12 1 2 2 1
	12 1 2 3 1
	12 1 2 4 0
	12 1 3 1 1
	12 1 3 2 1
	12 1 3 3 1
	12 1 3 4 1
	12 1 4 1 1
	12 1 4 2 1
	12 1 4 3 1
	12 1 4 4 0
	12 1 5 1 1
	12 1 5 2 1
	12 1 5 3 1
	12 1 5 4 0
	12 2 1 1 1
	12 2 1 2 1
	12 2 1 3 1
	12 2 1 4 0
	12 2 2 1 1
	12 2 2 2 1
	12 2 2 3 1
	12 2 2 4 0
	12 2 3 1 1
	12 2 3 2 1
	12 2 3 3 1
	12 2 3 4 1
	12 2 4 1 1
	12 2 4 2 1
	12 2 4 3 1
	12 2 4 4 0
	12 2 5 1 1
	12 2 5 2 1
	12 2 5 3 1
	12 2 5 4 0
	12 3 1 1 1
	12 3 1 2 1
	12 3 1 3 1
	12 3 1 4 0
	12 3 2 1 1
	12 3 2 2 1
	12 3 2 3 1
	12 3 2 4 0
	12 3 3 1 1
	12 3 3 2 1
	12 3 3 3 1
	12 3 3 4 1
	12 3 4 1 1
	12 3 4 2 1
	12 3 4 3 1
	12 3 4 4 0
	12 3 5 1 1
	12 3 5 2 1
	12 3 5 3 1
	12 3 5 4 0
	12 4 1 1 1
	12 4 1 2 1
	12 4 1 3 1
	12 4 1 4 0
	12 4 2 1 1
	12 4 2 2 1
	12 4 2 3 1
	12 4 2 4 0
	12 4 3 1 1
	12 4 3 2 1
	12 4 3 3 1
	12 4 3 4 1
	12 4 4 1 1
	12 4 4 2 1
	12 4 4 3 1
	12 4 4 4 0
	12 4 5 1 1
	12 4 5 2 1
	12 4 5 3 1
	12 4 5 4 0
	13 1 1 1 1
	13 1 1 2 1
	13 1 1 3 1
	13 1 1 4 0
	13 1 2 1 1
	13 1 2 2 1
	13 1 2 3 1
	13 1 2 4 1
	13 1 3 1 1
	13 1 3 2 1
	13 1 3 3 1
	13 1 3 4 0
	13 1 4 1 1
	13 1 4 2 1
	13 1 4 3 1
	13 1 4 4 0
	13 1 5 1 1
	13 1 5 2 1
	13 1 5 3 1
	13 1 5 4 0
	13 2 1 1 1
	13 2 1 2 1
	13 2 1 3 1
	13 2 1 4 0
	13 2 2 1 1
	13 2 2 2 1
	13 2 2 3 1
	13 2 2 4 1
	13 2 3 1 1
	13 2 3 2 1
	13 2 3 3 1
	13 2 3 4 0
	13 2 4 1 1
	13 2 4 2 1
	13 2 4 3 1
	13 2 4 4 0
	13 2 5 1 1
	13 2 5 2 1
	13 2 5 3 1
	13 2 5 4 0
	13 3 1 1 1
	13 3 1 2 1
	13 3 1 3 1
	13 3 1 4 0
	13 3 2 1 1
	13 3 2 2 1
	13 3 2 3 1
	13 3 2 4 1
	13 3 3 1 1
	13 3 3 2 1
	13 3 3 3 1
	13 3 3 4 0
	13 3 4 1 1
	13 3 4 2 1
	13 3 4 3 1
	13 3 4 4 0
	13 3 5 1 1
	13 3 5 2 1
	13 3 5 3 1
	13 3 5 4 0
	13 4 1 1 1
	13 4 1 2 1
	13 4 1 3 1
	13 4 1 4 0
	13 4 2 1 1
	13 4 2 2 1
	13 4 2 3 1
	13 4 2 4 1
	13 4 3 1 1
	13 4 3 2 1
	13 4 3 3 1
	13 4 3 4 0
	13 4 4 1 1
	13 4 4 2 1
	13 4 4 3 1
	13 4 4 4 0
	13 4 5 1 1
	13 4 5 2 1
	13 4 5 3 1
	13 4 5 4 0
	14 1 1 1 1
	14 1 1 2 1
	14 1 1 3 1
	14 1 1 4 0
	14 1 2 1 1
	14 1 2 2 1
	14 1 2 3 1
	14 1 2 4 0
	14 1 3 1 1
	14 1 3 2 1
	14 1 3 3 1
	14 1 3 4 0
	14 1 4 1 1
	14 1 4 2 1
	14 1 4 3 1
	14 1 4 4 0
	14 1 5 1 1
	14 1 5 2 1
	14 1 5 3 1
	14 1 5 4 0
	14 2 1 1 1
	14 2 1 2 1
	14 2 1 3 1
	14 2 1 4 0
	14 2 2 1 1
	14 2 2 2 1
	14 2 2 3 1
	14 2 2 4 0
	14 2 3 1 1
	14 2 3 2 1
	14 2 3 3 1
	14 2 3 4 0
	14 2 4 1 1
	14 2 4 2 1
	14 2 4 3 1
	14 2 4 4 0
	14 2 5 1 1
	14 2 5 2 1
	14 2 5 3 1
	14 2 5 4 0
	14 3 1 1 1
	14 3 1 2 1
	14 3 1 3 1
	14 3 1 4 0
	14 3 2 1 1
	14 3 2 2 1
	14 3 2 3 1
	14 3 2 4 0
	14 3 3 1 1
	14 3 3 2 1
	14 3 3 3 1
	14 3 3 4 0
	14 3 4 1 1
	14 3 4 2 1
	14 3 4 3 1
	14 3 4 4 0
	14 3 5 1 1
	14 3 5 2 1
	14 3 5 3 1
	14 3 5 4 0
	14 4 1 1 1
	14 4 1 2 1
	14 4 1 3 1
	14 4 1 4 0
	14 4 2 1 1
	14 4 2 2 1
	14 4 2 3 1
	14 4 2 4 0
	14 4 3 1 1
	14 4 3 2 1
	14 4 3 3 1
	14 4 3 4 0
	14 4 4 1 1
	14 4 4 2 1
	14 4 4 3 1
	14 4 4 4 0
	14 4 5 1 1
	14 4 5 2 1
	14 4 5 3 1
	14 4 5 4 0
	16 1 1 1 1
	16 1 1 2 1
	16 1 1 3 1
	16 1 1 4 0
	16 1 2 1 1
	16 1 2 2 1
	16 1 2 3 1
	16 1 2 4 1
	16 1 3 1 1
	16 1 3 2 1
	16 1 3 3 1
	16 1 3 4 0
	16 1 4 1 1
	16 1 4 2 1
	16 1 4 3 1
	16 1 4 4 0
	16 1 5 1 1
	16 1 5 2 1
	16 1 5 3 1
	16 1 5 4 0
	16 2 1 1 1
	16 2 1 2 1
	16 2 1 3 1
	16 2 1 4 0
	16 2 2 1 1
	16 2 2 2 1
	16 2 2 3 1
	16 2 2 4 1
	16 2 3 1 1
	16 2 3 2 1
	16 2 3 3 1
	16 2 3 4 0
	16 2 4 1 1
	16 2 4 2 1
	16 2 4 3 1
	16 2 4 4 0
	16 2 5 1 1
	16 2 5 2 1
	16 2 5 3 1
	16 2 5 4 0
	16 3 1 1 1
	16 3 1 2 1
	16 3 1 3 1
	16 3 1 4 0
	16 3 2 1 1
	16 3 2 2 1
	16 3 2 3 1
	16 3 2 4 1
	16 3 3 1 1
	16 3 3 2 1
	16 3 3 3 1
	16 3 3 4 0
	16 3 4 1 1
	16 3 4 2 1
	16 3 4 3 1
	16 3 4 4 0
	16 3 5 1 1
	16 3 5 2 1
	16 3 5 3 1
	16 3 5 4 0
	16 4 1 1 1
	16 4 1 2 1
	16 4 1 3 1
	16 4 1 4 0
	16 4 2 1 1
	16 4 2 2 1
	16 4 2 3 1
	16 4 2 4 1
	16 4 3 1 1
	16 4 3 2 1
	16 4 3 3 1
	16 4 3 4 0
	16 4 4 1 1
	16 4 4 2 1
	16 4 4 3 1
	16 4 4 4 0
	16 4 5 1 1
	16 4 5 2 1
	16 4 5 3 1
	16 4 5 4 0
	17 1 1 1 1
	17 1 1 2 1
	17 1 1 3 0
	17 1 1 4 0
	17 1 2 1 1
	17 1 2 2 1
	17 1 2 3 0
	17 1 2 4 0
	17 1 3 1 1
	17 1 3 2 1
	17 1 3 3 0
	17 1 3 4 0
	17 1 4 1 1
	17 1 4 2 1
	17 1 4 3 0
	17 1 4 4 0
	17 1 5 1 0
	17 1 5 2 0
	17 1 5 3 0
	17 1 5 4 0
	17 2 1 1 1
	17 2 1 2 1
	17 2 1 3 1
	17 2 1 4 0
	17 2 2 1 1
	17 2 2 2 1
	17 2 2 3 1
	17 2 2 4 0
	17 2 3 1 1
	17 2 3 2 1
	17 2 3 3 1
	17 2 3 4 0
	17 2 4 1 1
	17 2 4 2 1
	17 2 4 3 1
	17 2 4 4 0
	17 2 5 1 0
	17 2 5 2 0
	17 2 5 3 0
	17 2 5 4 0
	17 3 1 1 1
	17 3 1 2 1
	17 3 1 3 0
	17 3 1 4 0
	17 3 2 1 1
	17 3 2 2 1
	17 3 2 3 0
	17 3 2 4 0
	17 3 3 1 1
	17 3 3 2 1
	17 3 3 3 0
	17 3 3 4 0
	17 3 4 1 1
	17 3 4 2 1
	17 3 4 3 0
	17 3 4 4 0
	17 3 5 1 0
	17 3 5 2 0
	17 3 5 3 0
	17 3 5 4 0
	17 4 1 1 1
	17 4 1 2 1
	17 4 1 3 1
	17 4 1 4 0
	17 4 2 1 1
	17 4 2 2 1
	17 4 2 3 1
	17 4 2 4 0
	17 4 3 1 1
	17 4 3 2 1
	17 4 3 3 1
	17 4 3 4 0
	17 4 4 1 1
	17 4 4 2 1
	17 4 4 3 1
	17 4 4 4 0
	17 4 5 1 0
	17 4 5 2 0
	17 4 5 3 0
	17 4 5 4 0
	19 1 1 1 1
	19 1 1 2 1
	19 1 1 3 1
	19 1 1 4 0
	19 1 2 1 1
	19 1 2 2 1
	19 1 2 3 1
	19 1 2 4 0
	19 1 3 1 1
	19 1 3 2 1
	19 1 3 3 1
	19 1 3 4 0
	19 1 4 1 1
	19 1 4 2 1
	19 1 4 3 1
	19 1 4 4 1
	19 1 5 1 1
	19 1 5 2 1
	19 1 5 3 1
	19 1 5 4 0
	19 2 1 1 1
	19 2 1 2 1
	19 2 1 3 1
	19 2 1 4 0
	19 2 2 1 1
	19 2 2 2 1
	19 2 2 3 1
	19 2 2 4 0
	19 2 3 1 1
	19 2 3 2 1
	19 2 3 3 1
	19 2 3 4 0
	19 2 4 1 1
	19 2 4 2 1
	19 2 4 3 1
	19 2 4 4 1
	19 2 5 1 1
	19 2 5 2 1
	19 2 5 3 1
	19 2 5 4 0
	19 3 1 1 1
	19 3 1 2 1
	19 3 1 3 1
	19 3 1 4 0
	19 3 2 1 1
	19 3 2 2 1
	19 3 2 3 1
	19 3 2 4 0
	19 3 3 1 1
	19 3 3 2 1
	19 3 3 3 1
	19 3 3 4 0
	19 3 4 1 1
	19 3 4 2 1
	19 3 4 3 1
	19 3 4 4 1
	19 3 5 1 1
	19 3 5 2 1
	19 3 5 3 1
	19 3 5 4 0
	19 4 1 1 1
	19 4 1 2 1
	19 4 1 3 1
	19 4 1 4 0
	19 4 2 1 1
	19 4 2 2 1
	19 4 2 3 1
	19 4 2 4 0
	19 4 3 1 1
	19 4 3 2 1
	19 4 3 3 1
	19 4 3 4 0
	19 4 4 1 1
	19 4 4 2 1
	19 4 4 3 1
	19 4 4 4 1
	19 4 5 1 1
	19 4 5 2 1
	19 4 5 3 1
	19 4 5 4 0
	21 1 1 1 1
	21 1 1 2 1
	21 1 1 3 0
	21 1 1 4 0
	21 1 2 1 1
	21 1 2 2 1
	21 1 2 3 0
	21 1 2 4 0
	21 1 3 1 1
	21 1 3 2 1
	21 1 3 3 1
	21 1 3 4 0
	21 1 4 1 0
	21 1 4 2 0
	21 1 4 3 1
	21 1 4 4 1
	21 1 5 1 1
	21 1 5 2 1
	21 1 5 3 1
	21 1 5 4 0
	21 2 1 1 1
	21 2 1 2 1
	21 2 1 3 0
	21 2 1 4 0
	21 2 2 1 1
	21 2 2 2 1
	21 2 2 3 0
	21 2 2 4 0
	21 2 3 1 1
	21 2 3 2 1
	21 2 3 3 1
	21 2 3 4 0
	21 2 4 1 0
	21 2 4 2 0
	21 2 4 3 1
	21 2 4 4 1
	21 2 5 1 1
	21 2 5 2 1
	21 2 5 3 1
	21 2 5 4 0
	21 3 1 1 1
	21 3 1 2 1
	21 3 1 3 0
	21 3 1 4 0
	21 3 2 1 1
	21 3 2 2 1
	21 3 2 3 0
	21 3 2 4 0
	21 3 3 1 1
	21 3 3 2 1
	21 3 3 3 1
	21 3 3 4 0
	21 3 4 1 0
	21 3 4 2 0
	21 3 4 3 1
	21 3 4 4 1
	21 3 5 1 1
	21 3 5 2 1
	21 3 5 3 1
	21 3 5 4 0
	21 4 1 1 1
	21 4 1 2 1
	21 4 1 3 0
	21 4 1 4 0
	21 4 2 1 1
	21 4 2 2 1
	21 4 2 3 0
	21 4 2 4 0
	21 4 3 1 1
	21 4 3 2 1
	21 4 3 3 1
	21 4 3 4 0
	21 4 4 1 0
	21 4 4 2 0
	21 4 4 3 1
	21 4 4 4 1
	21 4 5 1 1
	21 4 5 2 1
	21 4 5 3 1
	21 4 5 4 0
	23 1 1 1 0
	23 1 1 2 0
	23 1 1 3 0
	23 1 1 4 0
	23 1 2 1 0
	23 1 2 2 0
	23 1 2 3 0
	23 1 2 4 0
	23 1 3 1 0
	23 1 3 2 0
	23 1 3 3 0
	23 1 3 4 1
	23 1 4 1 0
	23 1 4 2 0
	23 1 4 3 0
	23 1 4 4 0
	23 1 5 1 0
	23 1 5 2 0
	23 1 5 3 0
	23 1 5 4 0
	23 2 1 1 0
	23 2 1 2 0
	23 2 1 3 0
	23 2 1 4 0
	23 2 2 1 0
	23 2 2 2 0
	23 2 2 3 0
	23 2 2 4 0
	23 2 3 1 0
	23 2 3 2 0
	23 2 3 3 0
	23 2 3 4 1
	23 2 4 1 0
	23 2 4 2 0
	23 2 4 3 0
	23 2 4 4 0
	23 2 5 1 0
	23 2 5 2 0
	23 2 5 3 0
	23 2 5 4 0
	23 3 1 1 0
	23 3 1 2 0
	23 3 1 3 0
	23 3 1 4 0
	23 3 2 1 0
	23 3 2 2 0
	23 3 2 3 0
	23 3 2 4 0
	23 3 3 1 0
	23 3 3 2 0
	23 3 3 3 0
	23 3 3 4 1
	23 3 4 1 0
	23 3 4 2 0
	23 3 4 3 0
	23 3 4 4 0
	23 3 5 1 0
	23 3 5 2 0
	23 3 5 3 0
	23 3 5 4 0
	23 4 1 1 0
	23 4 1 2 0
	23 4 1 3 0
	23 4 1 4 0
	23 4 2 1 0
	23 4 2 2 0
	23 4 2 3 0
	23 4 2 4 0
	23 4 3 1 0
	23 4 3 2 0
	23 4 3 3 0
	23 4 3 4 1
	23 4 4 1 0
	23 4 4 2 0
	23 4 4 3 0
	23 4 4 4 0
	23 4 5 1 0
	23 4 5 2 0
	23 4 5 3 0
	23 4 5 4 0
	24 1 1 1 0
	24 1 1 2 0
	24 1 1 3 1
	24 1 1 4 0
	24 1 2 1 0
	24 1 2 2 0
	24 1 2 3 1
	24 1 2 4 0
	24 1 3 1 0
	24 1 3 2 0
	24 1 3 3 0
	24 1 3 4 0
	24 1 4 1 0
	24 1 4 2 0
	24 1 4 3 1
	24 1 4 4 0
	24 1 5 1 0
	24 1 5 2 0
	24 1 5 3 1
	24 1 5 4 0
	24 2 1 1 1
	24 2 1 2 1
	24 2 1 3 1
	24 2 1 4 0
	24 2 2 1 1
	24 2 2 2 1
	24 2 2 3 1
	24 2 2 4 0
	24 2 3 1 0
	24 2 3 2 0
	24 2 3 3 0
	24 2 3 4 0
	24 2 4 1 1
	24 2 4 2 1
	24 2 4 3 1
	24 2 4 4 0
	24 2 5 1 1
	24 2 5 2 1
	24 2 5 3 1
	24 2 5 4 0
	24 3 1 1 0
	24 3 1 2 0
	24 3 1 3 1
	24 3 1 4 0
	24 3 2 1 0
	24 3 2 2 0
	24 3 2 3 1
	24 3 2 4 0
	24 3 3 1 0
	24 3 3 2 0
	24 3 3 3 0
	24 3 3 4 0
	24 3 4 1 0
	24 3 4 2 0
	24 3 4 3 1
	24 3 4 4 0
